date,open,high,low,close,volume
2018-02-08,12506.1796875,12541.3203125,12187.4501953125,12260.2900390625,153991900
2018-02-09,12263.099609375,12296.1796875,12003.3603515625,12107.48046875,175812900
2018-02-12,12238.6298828125,12379.16015625,12222.33984375,12282.76953125,120024900
2018-02-13,12282.759765625,12300.6298828125,12196.2197265625,12196.5,94601100
2018-02-14,12294.849609375,12393.7099609375,12075.2099609375,12339.16015625,130713000
2018-02-15,12425.4501953125,12479.9697265625,12275.0400390625,12346.169921875,111934900
2018-02-16,12408.48046875,12484.1201171875,12368.7099609375,12451.9599609375,104230500
2018-02-19,12495.0703125,12505.490234375,12361.8603515625,12385.599609375,66917000
2018-02-20,12403.6298828125,12496.099609375,12333.7900390625,12487.900390625,87127600
2018-02-21,12457.2197265625,12474.3701171875,12372.259765625,12470.490234375,83382600
2018-02-22,12358.8203125,12497.7099609375,12283.7001953125,12461.91015625,104173000
2018-02-23,12491.76953125,12513.3203125,12431.9404296875,12483.7900390625,97926500
2018-02-26,12566.0498046875,12601.4599609375,12484.58984375,12527.0400390625,78303000
2018-02-27,12573.650390625,12577.5595703125,12436.1298828125,12490.73046875,89864600
2018-02-28,12427.4599609375,12516.919921875,12417.9599609375,12435.849609375,93391300
2018-03-01,12386.400390625,12387.8798828125,12143.1396484375,12190.9404296875,113680600
2018-03-02,12051.8896484375,12081.400390625,11877.66015625,11913.7099609375,120480800
2018-03-05,11831.5703125,12110.1796875,11830.98046875,12090.8701171875,109920600
2018-03-06,12229.2900390625,12259.580078125,12110.33984375,12113.8701171875,104517000
2018-03-07,12060.08984375,12275.6904296875,12020.6103515625,12245.3603515625,92920300
2018-03-08,12237.9404296875,12382.6904296875,12177.1201171875,12355.5703125,97759800
2018-03-09,12331.6396484375,12407.98046875,12284.5703125,12346.6796875,96109700
2018-03-12,12453.2998046875,12454.9599609375,12361.009765625,12418.3896484375,136801400
2018-03-13,12425.6904296875,12459.900390625,12162.4697265625,12221.0302734375,131887900
2018-03-14,12212.490234375,12322.8896484375,12202.759765625,12237.740234375,104202200
2018-03-15,12284.1396484375,12378.3896484375,12239.9599609375,12345.5595703125,106658200
2018-03-16,12345.5595703125,12454.01953125,12337.6201171875,12389.580078125,212840100
2018-03-19,12346.509765625,12369.76953125,12183.7900390625,12217.01953125,97309700
2018-03-20,12261.1904296875,12320.0,12191.5498046875,12307.330078125,72907500
2018-03-21,12336.759765625,12344.08984375,12250.3701171875,12309.150390625,108917200
2018-03-22,12187.73046875,12267.169921875,12009.5,12100.080078125,138428600
2018-03-23,11995.509765625,12001.7802734375,11818.7001953125,11886.3095703125,145617800
2018-03-26,11919.6396484375,11984.5,11726.6201171875,11787.259765625,99857900
2018-03-27,11996.349609375,12042.7802734375,11927.91015625,11970.830078125,98677800
2018-03-28,11868.080078125,11961.16015625,11770.400390625,11940.7099609375,113396700
2018-03-29,11956.33984375,12151.3095703125,11942.2802734375,12096.73046875,111589200
2018-04-03,11997.4697265625,12069.48046875,11913.6201171875,12002.4501953125,95226700
2018-04-04,12000.4697265625,12011.1201171875,11792.349609375,11957.900390625,107305000
2018-04-05,12153.6103515625,12322.3701171875,12135.6396484375,12305.1904296875,109092300
2018-04-06,12242.9404296875,12290.0302734375,12202.0498046875,12241.26953125,87009100
2018-04-09,12311.01953125,12371.1103515625,12205.3896484375,12261.75,77287300
2018-04-10,12389.900390625,12428.900390625,12334.9501953125,12397.3203125,99355700
2018-04-11,12372.0703125,12381.5302734375,12256.58984375,12293.9697265625,98812700
2018-04-12,12282.3896484375,12434.240234375,12263.7001953125,12415.009765625,82053600
2018-04-13,12461.3095703125,12523.9697265625,12411.650390625,12442.400390625,76693800
2018-04-16,12478.990234375,12487.0400390625,12375.6298828125,12391.41015625,62656800
2018-04-17,12443.2001953125,12614.25,12417.259765625,12585.5703125,85350700
2018-04-18,12597.580078125,12640.25,12548.4501953125,12590.830078125,83029000
2018-04-19,12595.6103515625,12595.6103515625,12534.6298828125,12567.419921875,70668500
2018-04-20,12555.9599609375,12585.3701171875,12490.76953125,12540.5,111680200
2018-04-23,12538.16015625,12588.23046875,12466.4697265625,12572.3896484375,78154600
2018-04-24,12602.41015625,12647.16015625,12481.2998046875,12550.8203125,106073600
2018-04-25,12456.8203125,12484.7802734375,12312.26953125,12422.2998046875,108576800
2018-04-26,12395.900390625,12503.2197265625,12383.9501953125,12500.4697265625,119856800
2018-04-27,12572.7197265625,12627.7099609375,12518.0302734375,12580.8701171875,0
2018-04-30,12606.26953125,12622.9296875,12563.740234375,12612.1103515625,96521000
2018-05-02,12610.7802734375,12827.5400390625,12605.3798828125,12802.25,110911800
2018-05-03,12775.66015625,12798.16015625,12665.330078125,12690.150390625,98817100
2018-05-04,12733.1904296875,12819.599609375,12707.8603515625,12819.599609375,99070000
2018-05-07,12827.4296875,12961.0498046875,12813.5498046875,12948.1396484375,64800000
2018-05-08,12924.23046875,12933.669921875,12855.08984375,12912.2099609375,95587900
2018-05-09,12917.8203125,12962.51953125,12890.3798828125,12943.0595703125,102677600
2018-05-10,12975.08984375,13034.2099609375,12928.509765625,13022.8701171875,72155400
2018-05-11,13023.0,13033.2998046875,12964.0,13001.240234375,83673800
2018-05-14,13009.830078125,13015.099609375,12927.240234375,12977.7099609375,77168000
2018-05-15,12947.9697265625,13006.33984375,12918.2900390625,12970.0400390625,106592400
2018-05-16,12983.490234375,13030.759765625,12960.5302734375,12996.330078125,104171700
2018-05-17,12985.1396484375,13114.6298828125,12981.8896484375,13114.6103515625,92016400
2018-05-18,13115.6298828125,13133.1904296875,13051.1298828125,13077.7197265625,124262900
2018-05-22,13132.5595703125,13204.3095703125,13061.76953125,13169.919921875,109116500
2018-05-23,13138.830078125,13148.0498046875,12929.900390625,12976.83984375,105439100
2018-05-24,12955.9404296875,13006.4404296875,12801.8203125,12855.08984375,143763000
2018-05-25,12917.150390625,13002.4697265625,12852.169921875,12938.009765625,104044700
2018-05-28,13016.5498046875,13040.6298828125,12828.259765625,12863.4599609375,69766800
2018-05-29,12786.150390625,12803.2900390625,12608.7001953125,12666.509765625,153964500
2018-05-30,12693.330078125,12783.759765625,12663.3701171875,12783.759765625,122609400
2018-05-31,12796.16015625,12803.599609375,12547.6103515625,12604.8896484375,184309000
2018-06-01,12678.0703125,12800.4501953125,12660.7900390625,12724.26953125,123414600
2018-06-04,12839.4404296875,12846.259765625,12714.0302734375,12770.75,84511600
2018-06-05,12766.16015625,12925.240234375,12753.2998046875,12787.1298828125,107898300
2018-06-06,12813.3896484375,12872.900390625,12729.23046875,12830.0703125,106976800
2018-06-07,12877.849609375,12914.849609375,12760.5400390625,12811.0498046875,94068000
2018-06-08,12668.76953125,12795.6396484375,12610.6796875,12766.5498046875,115025300
2018-06-11,12816.3203125,12861.9501953125,12751.66015625,12842.91015625,108719300
2018-06-12,12924.0302734375,12948.51953125,12816.0703125,12842.2998046875,100645600
2018-06-13,12857.16015625,12905.669921875,12781.23046875,12890.580078125,105696700
2018-06-14,12806.0703125,13135.9697265625,12800.66015625,13107.099609375,136091200
2018-06-15,13115.849609375,13170.0498046875,13010.5400390625,13010.5498046875,257670500
2018-06-18,12945.5302734375,12982.919921875,12784.48046875,12834.1103515625,89102600
2018-06-19,12647.0703125,12708.7099609375,12594.509765625,12677.9697265625,102502200
2018-06-20,12731.66015625,12760.2001953125,12670.7802734375,12695.16015625,89617400
2018-06-21,12699.7099609375,12719.4501953125,12472.98046875,12511.91015625,111154800
2018-06-22,12507.7197265625,12579.7197265625,12486.259765625,12579.7197265625,83725600
2018-06-25,12497.48046875,12518.8896484375,12270.330078125,12270.330078125,98566500
2018-06-26,12333.4404296875,12355.8603515625,12188.5,12234.33984375,62457100
2018-06-27,12247.75,12439.91015625,12124.8701171875,12348.6103515625,127889100
2018-06-28,12289.8095703125,12375.3701171875,12104.41015625,12177.23046875,107207500
2018-06-29,12322.6396484375,12382.8701171875,12260.91015625,12306.0,114043400
2018-07-02,12147.9404296875,12301.9296875,12132.7197265625,12238.169921875,93436600
2018-07-03,12321.0703125,12428.1396484375,12278.3896484375,12349.1396484375,93526400
2018-07-04,12323.75,12350.6796875,12284.5595703125,12317.6103515625,78417600
2018-07-05,12363.0498046875,12516.509765625,12361.8603515625,12464.2900390625,114460400
2018-07-06,12506.26953125,12508.080078125,12426.400390625,12496.169921875,0
2018-07-09,12541.740234375,12559.9697265625,12490.400390625,12543.8896484375,74724300
2018-07-10,12580.3095703125,12639.7900390625,12530.7099609375,12609.849609375,81853500
2018-07-11,12506.990234375,12514.75,12398.4697265625,12417.1298828125,84350300
2018-07-12,12464.0595703125,12505.2001953125,12408.6298828125,12492.9697265625,72314800
2018-07-13,12549.23046875,12583.7900390625,12499.2998046875,12540.73046875,0
2018-07-16,12530.98046875,12604.240234375,12506.990234375,12561.01953125,97107500
2018-07-17,12566.9697265625,12688.5,12522.0498046875,12661.5400390625,91976300
2018-07-18,12728.41015625,12778.9599609375,12715.51953125,12765.9404296875,87635000
2018-07-19,12740.6796875,12759.419921875,12658.3701171875,12686.2900390625,75493900
2018-07-20,12664.4501953125,12706.83984375,12469.5,12561.419921875,106490300
2018-07-23,12510.23046875,12565.1201171875,12489.330078125,12548.5703125,65205400
2018-07-24,12590.7900390625,12755.26953125,12585.91015625,12689.3896484375,90068800
2018-07-25,12685.6796875,12695.1201171875,12538.1201171875,12579.330078125,80817800
2018-07-26,12732.8798828125,12827.7099609375,12701.5595703125,12809.23046875,105931000
2018-07-27,12825.75,12886.830078125,12815.1201171875,12860.400390625,95634400
2018-07-30,12822.8701171875,12848.9501953125,12798.2001953125,12798.2001953125,70725000
2018-07-31,12809.740234375,12860.58984375,12739.830078125,12805.5,106509800
2018-08-01,12826.7001953125,12833.1103515625,12706.33984375,12737.0498046875,93510500
2018-08-02,12617.6298828125,12619.599609375,12493.2001953125,12546.330078125,103271900
2018-08-03,12572.6103515625,12644.51953125,12561.6201171875,12615.759765625,79345300
2018-08-06,12631.400390625,12715.7802734375,12538.349609375,12598.2099609375,65599400
2018-08-07,12656.8701171875,12738.5302734375,12646.16015625,12648.1904296875,87114600
2018-08-08,12622.98046875,12704.580078125,12586.23046875,12633.5400390625,89371000
2018-08-09,12623.1396484375,12696.51953125,12577.33984375,12676.1103515625,71701900
2018-08-10,12574.2001953125,12585.830078125,12390.400390625,12424.349609375,0
2018-08-13,12346.75,12396.8603515625,12323.2001953125,12358.740234375,92773600
2018-08-14,12444.6298828125,12461.8203125,12294.900390625,12358.8701171875,82021800
2018-08-15,12400.26953125,12428.5595703125,12120.650390625,12163.009765625,99703000
2018-08-16,12202.1298828125,12251.400390625,12168.919921875,12237.169921875,81469900
2018-08-17,12242.0595703125,12244.669921875,12135.6396484375,12210.5498046875,86038300
2018-08-20,12263.009765625,12373.3603515625,12245.5595703125,12331.2998046875,59670900
2018-08-21,12320.5595703125,12432.66015625,12316.349609375,12384.490234375,68597400
2018-08-22,12355.5302734375,12438.66015625,12345.3203125,12385.7001953125,77192800
2018-08-23,12367.48046875,12411.009765625,12353.5498046875,12365.580078125,63669000
2018-08-24,12396.6904296875,12444.349609375,12344.4501953125,12394.51953125,59051400
2018-08-27,12462.75,12562.3701171875,12429.33984375,12538.3095703125,52201900
2018-08-28,12578.650390625,12597.01953125,12527.419921875,12527.419921875,72899400
2018-08-29,12553.8603515625,12569.0595703125,12499.5302734375,12561.6796875,58192500
2018-08-30,12516.5498046875,12529.2998046875,12400.1201171875,12494.240234375,73686200
2018-08-31,12418.259765625,12426.8603515625,12348.91015625,12364.0595703125,90277000
2018-09-03,12338.3603515625,12358.169921875,12300.4697265625,12346.41015625,50769600
2018-09-04,12389.4599609375,12402.8701171875,12162.7099609375,12210.2099609375,84476300
2018-09-05,12161.650390625,12167.3603515625,12035.759765625,12040.4599609375,109489900
2018-09-06,11995.8095703125,12091.98046875,11944.5,11955.25,87442600
2018-09-07,11960.099609375,11990.8095703125,11888.5703125,11959.6298828125,101789700
2018-09-10,11950.5498046875,12039.2197265625,11930.2998046875,11986.33984375,80490500
2018-09-11,12013.009765625,12017.73046875,11865.4697265625,11970.26953125,0
2018-09-12,11989.26953125,12046.66015625,11952.490234375,12032.2998046875,112286500
2018-09-13,12036.7900390625,12129.8095703125,12017.41015625,12055.5498046875,97093400
2018-09-14,12109.3701171875,12134.5400390625,12075.580078125,12124.330078125,77747100
2018-09-17,12056.3798828125,12123.08984375,12040.7998046875,12096.41015625,69270000
2018-09-18,12097.1904296875,12184.41015625,12064.41015625,12157.669921875,84144700
2018-09-19,12168.2001953125,12241.1396484375,12165.080078125,12219.01953125,98540100
2018-09-20,12210.9501953125,12354.3798828125,12210.5703125,12326.48046875,110135400
2018-09-21,12402.7197265625,12458.2998046875,12373.9501953125,12430.8798828125,400165400
2018-09-24,12383.419921875,12409.9599609375,12349.2998046875,12350.8203125,0
2018-09-25,12341.849609375,12416.8701171875,12322.1904296875,12374.66015625,83206800
2018-09-26,12395.2001953125,12395.919921875,12329.51953125,12385.8896484375,74964500
2018-09-27,12329.400390625,12456.6904296875,12272.650390625,12435.58984375,89854700
2018-09-28,12381.3603515625,12394.16015625,12190.5703125,12246.73046875,110639600
2018-10-01,12265.8896484375,12373.2900390625,12263.099609375,12339.0302734375,76918300
2018-10-02,12229.0703125,12310.759765625,12203.599609375,12287.580078125,82307700
2018-10-04,12275.0703125,12348.8603515625,12174.6904296875,12244.1396484375,101177000
2018-10-05,12236.2900390625,12245.41015625,12103.5498046875,12111.900390625,94036400
2018-10-08,12044.9599609375,12072.26953125,11938.7998046875,11947.16015625,77268800
2018-10-09,11963.6298828125,11998.6396484375,11803.1904296875,11977.2197265625,77186000
2018-10-10,11976.7001953125,11978.7998046875,11712.26953125,11712.5,0
2018-10-11,11558.98046875,11700.5,11518.5595703125,11539.349609375,142293600
2018-10-12,11691.4697265625,11693.83984375,11514.5498046875,11523.8095703125,99171000
2018-10-15,11523.8095703125,11625.01953125,11459.080078125,11614.16015625,71968200
2018-10-16,11637.6201171875,11790.150390625,11606.9697265625,11776.5498046875,85693600
2018-10-17,11811.4697265625,11847.7900390625,11669.9599609375,11715.0302734375,93600200
2018-10-18,11695.1904296875,11791.2197265625,11586.3203125,11589.2099609375,97180800
2018-10-19,11578.849609375,11617.2802734375,11498.6904296875,11553.830078125,128743800
2018-10-22,11665.6796875,11677.4501953125,11497.08984375,11524.33984375,73772600
2018-10-23,11367.5703125,11394.2099609375,11228.5,11274.2802734375,115195200
2018-10-24,11298.650390625,11391.9404296875,11166.83984375,11191.6298828125,117472700
2018-10-25,11098.6796875,11324.919921875,11078.3701171875,11307.1201171875,0
2018-10-26,11180.9599609375,11205.830078125,11051.0400390625,11200.6201171875,138702800
2018-10-29,11270.669921875,11444.8603515625,11218.919921875,11335.48046875,98716300
2018-10-30,11391.7802734375,11394.3701171875,11212.580078125,11287.3896484375,99304800
2018-10-31,11417.08984375,11499.3798828125,11391.6396484375,11447.509765625,127284000
2018-11-01,11419.6103515625,11575.4296875,11416.3603515625,11468.5400390625,98851100
2018-11-02,11636.3701171875,11689.9599609375,11518.8701171875,11518.990234375,109924000
2018-11-05,11522.330078125,11555.9697265625,11479.1904296875,11494.9599609375,69373800
2018-11-06,11518.169921875,11528.51953125,11436.5302734375,11484.33984375,0
2018-11-07,11542.08984375,11634.8095703125,11532.33984375,11579.099609375,85986800
2018-11-08,11629.0,11648.7900390625,11503.3603515625,11527.3203125,80629900
2018-11-09,11489.1904296875,11549.0595703125,11418.349609375,11529.16015625,103701100
2018-11-12,11591.58984375,11598.509765625,11310.7197265625,11325.4404296875,93211100
2018-11-13,11374.1103515625,11495.6904296875,11349.9404296875,11472.2197265625,100043500
2018-11-14,11394.75,11566.7900390625,11314.599609375,11412.5302734375,106400600
2018-11-15,11447.83984375,11500.66015625,11254.919921875,11353.669921875,96865000
2018-11-16,11425.7998046875,11448.5595703125,11233.2099609375,11341.0,113018300
2018-11-19,11384.0,11419.5498046875,11231.58984375,11244.5400390625,78718200
2018-11-20,11157.650390625,11187.16015625,11009.25,11066.41015625,119967800
2018-11-21,11138.25,11257.830078125,11113.33984375,11244.169921875,92605400
2018-11-22,11216.2900390625,11221.76953125,11119.0400390625,11138.490234375,64564400
2018-11-23,11146.5498046875,11205.990234375,11093.51953125,11192.6904296875,63011900
2018-11-26,11315.900390625,11390.9296875,11301.8203125,11354.7197265625,89434600
2018-11-27,11380.7900390625,11400.0498046875,11264.650390625,11309.1103515625,75453200
2018-11-28,11355.7998046875,11358.7998046875,11279.4599609375,11298.8798828125,72950500
2018-11-29,11377.2099609375,11403.7197265625,11275.7001953125,11298.23046875,92388200
2018-11-30,11311.66015625,11315.2998046875,11208.599609375,11257.240234375,109013100
2018-12-03,11534.75,11566.9697265625,11457.6103515625,11465.4599609375,101248500
2018-12-04,11429.8203125,11442.1904296875,11330.4404296875,11335.3203125,83807700
2018-12-05,11204.3203125,11266.2802734375,11177.150390625,11200.240234375,73386400
2018-12-06,11053.580078125,11063.4404296875,10762.41015625,10810.98046875,132009900
2018-12-07,10876.33984375,10927.3701171875,10788.08984375,10788.08984375,100383400
2018-12-10,10726.169921875,10757.73046875,10585.76953125,10622.0703125,119543200
2018-12-11,10711.400390625,10884.6201171875,10684.6201171875,10780.509765625,101814600
2018-12-12,10832.0400390625,10971.1201171875,10815.509765625,10929.4296875,103230400
2018-12-13,10978.6796875,10988.76953125,10887.259765625,10924.7001953125,87998300
2018-12-14,10809.580078125,10903.3896484375,10733.75,10865.76953125,81422700
2018-12-17,10852.990234375,10886.7998046875,10700.6201171875,10772.2001953125,85598700
2018-12-18,10744.2802734375,10841.419921875,10714.9697265625,10740.8896484375,96287600
2018-12-19,10777.419921875,10831.4404296875,10749.5498046875,10766.2099609375,96506200
2018-12-20,10621.1796875,10686.3701171875,10563.4404296875,10611.099609375,122450600
2018-12-21,10573.080078125,10654.66015625,10512.6396484375,10633.8203125,216162200
2018-12-27,10607.419921875,10635.4501953125,10279.2001953125,10381.509765625,104152600
2018-12-28,10452.01953125,10586.7998046875,10431.3798828125,10558.9599609375,52604300
2019-01-02,10477.76953125,10612.7197265625,10386.9697265625,10580.1904296875,79626700
2019-01-03,10467.1103515625,10538.66015625,10400.1103515625,10416.66015625,84733800
2019-01-04,10533.9404296875,10786.33984375,10483.900390625,10767.6904296875,95339500
2019-01-07,10814.3896484375,10814.4697265625,10681.26953125,10747.8095703125,71151400
2019-01-08,10750.1904296875,10910.7099609375,10745.0302734375,10803.98046875,93672200
2019-01-09,10884.75,10961.919921875,10839.08984375,10893.3203125,96071900
2019-01-10,10843.8896484375,10927.1298828125,10788.0498046875,10921.58984375,77255600
2019-01-11,10949.1298828125,10959.0,10829.919921875,10887.4599609375,75537200
2019-01-14,10820.849609375,10886.23046875,10786.75,10855.91015625,65945800
2019-01-15,10962.9501953125,10994.830078125,10812.58984375,10891.7900390625,80197500
2019-01-16,10940.3603515625,10947.8701171875,10866.3896484375,10931.240234375,79810600
2019-01-17,10852.5,10929.2998046875,10822.25,10918.6201171875,79327000
2019-01-18,11001.3095703125,11216.8203125,10993.830078125,11205.5400390625,119133600
2019-01-21,11176.1201171875,11179.91015625,11125.5302734375,11136.2001953125,65955200
2019-01-22,11076.98046875,11142.2197265625,11034.5498046875,11090.1103515625,73446100
2019-01-23,11043.6396484375,11135.75,11007.2099609375,11071.5400390625,87752900
2019-01-24,11045.6396484375,11149.3203125,11032.5302734375,11130.1796875,110548100
2019-01-25,11234.0498046875,11321.6201171875,11218.349609375,11281.7900390625,99999800
2019-01-28,11233.16015625,11275.2099609375,11196.419921875,11210.3095703125,73121100
2019-01-29,11191.51953125,11276.2802734375,11159.169921875,11218.830078125,75129000
2019-01-30,11210.6796875,11215.2099609375,11132.3798828125,11181.66015625,73630500
2019-01-31,11257.919921875,11311.3701171875,11051.1103515625,11173.099609375,111945200
2019-02-01,11198.4599609375,11218.509765625,11116.080078125,11180.66015625,101700800
2019-02-04,11180.419921875,11209.3095703125,11100.33984375,11176.580078125,74165400
2019-02-05,11178.75,11371.740234375,11177.7001953125,11367.98046875,89418800
2019-02-06,11337.5400390625,11347.9404296875,11297.419921875,11324.7197265625,75894800
2019-02-07,11262.9697265625,11286.4599609375,11022.01953125,11022.01953125,108021800
2019-02-08,10991.7900390625,11045.41015625,10863.5595703125,10906.7802734375,102300800
2019-02-11,10955.830078125,11041.9501953125,10944.580078125,11014.58984375,69553100
2019-02-12,11123.4296875,11164.3798828125,11116.8603515625,11126.080078125,74843600
2019-02-13,11174.849609375,11217.2998046875,11125.58984375,11167.2197265625,69772400
2019-02-14,11257.7998046875,11260.5498046875,11077.7802734375,11089.7900390625,83384200
2019-02-15,11044.7998046875,11323.0498046875,11018.9501953125,11299.7998046875,105640900
2019-02-18,11287.740234375,11318.1904296875,11256.26953125,11299.2001953125,55484300
2019-02-19,11280.73046875,11371.4404296875,11244.51953125,11309.2099609375,67147500
2019-02-20,11338.740234375,11437.4697265625,11318.740234375,11401.9697265625,71844800
2019-02-21,11448.650390625,11454.4404296875,11392.26953125,11423.2802734375,77779400
2019-02-22,11422.6201171875,11504.7099609375,11420.740234375,11457.7001953125,66893800
2019-02-25,11517.759765625,11544.3095703125,11480.490234375,11505.3896484375,69949900
2019-02-26,11446.2900390625,11556.8701171875,11441.8701171875,11540.7900390625,74034400
2019-02-27,11493.8095703125,11521.2197265625,11442.9697265625,11487.330078125,84265200
2019-02-28,11430.7998046875,11524.990234375,11416.080078125,11515.6396484375,84129900
2019-03-01,11584.240234375,11676.8603515625,11583.080078125,11601.6796875,72715100
2019-03-04,11646.2099609375,11650.4404296875,11591.740234375,11592.66015625,58412600
2019-03-05,11570.9697265625,11627.7802734375,11551.4501953125,11620.740234375,63643000
2019-03-06,11593.2099609375,11652.76953125,11565.2197265625,11587.6298828125,65204400
2019-03-07,11546.419921875,11612.9501953125,11452.8603515625,11517.7998046875,99533100
2019-03-08,11429.76953125,11475.5498046875,11405.2099609375,11457.83984375,81946100
2019-03-11,11497.98046875,11550.58984375,11462.900390625,11543.48046875,71575600
2019-03-12,11612.4599609375,11618.73046875,11499.4697265625,11524.169921875,87365300
2019-03-13,11499.3203125,11586.900390625,11486.740234375,11572.41015625,78369100
2019-03-14,11573.419921875,11635.759765625,11541.099609375,11587.4697265625,87594200
2019-03-15,11608.669921875,11725.66015625,11575.330078125,11685.6904296875,187987500
2019-03-18,11685.5400390625,11712.3603515625,11635.8798828125,11657.0595703125,91113700
2019-03-19,11672.759765625,11823.2900390625,11652.01953125,11788.41015625,81542500
2019-03-20,11704.4404296875,11721.41015625,11596.2001953125,11603.8896484375,100826500
2019-03-21,11566.8701171875,11582.5400390625,11467.7900390625,11549.9599609375,91619300
2019-03-22,11578.3896484375,11623.9697265625,11356.490234375,11364.169921875,112187500
2019-03-25,11323.2001953125,11392.0,11312.5400390625,11346.650390625,75056300
2019-03-26,11374.1796875,11447.1298828125,11299.7998046875,11419.48046875,79984300
2019-03-27,11439.01953125,11502.349609375,11368.1298828125,11419.0400390625,102107000
2019-03-28,11422.16015625,11494.150390625,11414.66015625,11428.16015625,89405300
2019-03-29,11492.08984375,11549.419921875,11442.1201171875,11526.0400390625,89325500
2019-04-01,11617.1796875,11706.6396484375,11612.7001953125,11681.990234375,96979200
2019-04-02,11703.240234375,11777.650390625,11659.150390625,11754.7900390625,77384300
2019-04-03,11855.400390625,11961.3603515625,11854.2099609375,11954.400390625,93396300
2019-04-04,11924.6103515625,12029.259765625,11916.5703125,11988.009765625,77816900
2019-04-05,11993.2197265625,12024.23046875,11967.7001953125,12009.75,72712300
2019-04-08,11979.73046875,11989.58984375,11948.259765625,11963.400390625,63676500
2019-04-09,11927.009765625,11988.5302734375,11850.5703125,11850.5703125,65890100
2019-04-10,11864.4599609375,11937.1103515625,11863.7998046875,11905.91015625,68624100
2019-04-11,11914.509765625,11963.4296875,11846.599609375,11935.2001953125,78550400
2019-04-12,11912.580078125,12031.150390625,11889.990234375,11999.9296875,92887200
2019-04-15,12011.1103515625,12029.98046875,11983.330078125,12020.2802734375,65121600
2019-04-16,12026.740234375,12116.25,12025.66015625,12101.3203125,83377900
2019-04-17,12100.4404296875,12195.0,12086.8896484375,12153.0703125,102282300
2019-04-18,12138.1396484375,12243.6298828125,12100.0,12222.3896484375,108852300
2019-04-23,12224.3203125,12251.8095703125,12182.98046875,12235.509765625,77350700
2019-04-24,12232.990234375,12349.830078125,12223.98046875,12313.16015625,106440300
2019-04-25,12304.5302734375,12321.7900390625,12236.1396484375,12282.599609375,96274900
2019-04-26,12284.4599609375,12323.6396484375,12259.759765625,12315.1796875,90044700
2019-04-29,12308.98046875,12376.0595703125,12266.33984375,12328.01953125,70678500
2019-04-30,12313.9697265625,12345.3095703125,12281.7197265625,12344.080078125,82443700
2019-05-02,12349.099609375,12402.8701171875,12303.9599609375,12345.419921875,96355900
2019-05-03,12345.3203125,12435.669921875,12344.23046875,12412.75,79121200
2019-05-06,12171.900390625,12298.66015625,12135.419921875,12286.8798828125,88426500
2019-05-07,12298.7099609375,12319.0498046875,12056.7998046875,12092.740234375,109809200
2019-05-08,12110.8701171875,12208.48046875,12063.740234375,12179.9296875,101037000
2019-05-09,12098.01953125,12125.9599609375,11957.3095703125,11973.919921875,109425400
2019-05-10,12105.2802734375,12140.6103515625,12009.75,12059.830078125,142098700
2019-05-13,12044.099609375,12052.9296875,11844.4697265625,11876.650390625,110572100
2019-05-14,11908.76953125,11991.830078125,11897.9296875,11991.6201171875,106200000
2019-05-15,12018.4501953125,12099.5703125,11862.2099609375,12099.5703125,125835700
